,id,company_rating,company_location,total_fleet_count,iata_approved
9048,22616,,Cocos (Keeling) Islands,1.0,f
9049,23567,100%,Guinea,2.0,t
9050,42273,100%,,1.0,f
9051,31859,100%,Maldives,2.0,f
9052,30939,,,1.0,f
9053,2126,,Venezuela,1.0,f
9054,4992,,Kiribati,5.0,t
9056,11451,,Peru,1.0,t
9058,44418,,Russian Federation,1.0,f
9066,9827,,Somalia,1.0,t
9068,27290,100%,Brazil,3.0,f
9069,45269,,Nauru,1.0,t
9070,15860,100%,Maldives,11.0,f
9072,16769,80%,Isle of Man,2.0,f
9074,49695,,Nicaragua,1.0,f
9076,8309,100%,Brunei Darussalam,1.0,t
9077,36432,,Kenya,1.0,t
9081,31793,100%,,1.0,t
9082,6600,80%,,1.0,f
9085,34343,100%,Marshall Islands,1.0,t
9087,23243,,Lebanon,1.0,t
9088,16304,100%,Guernsey,1.0,f
9090,11933,100%,,2.0,f
9093,15654,,French Guiana,1.0,t
9094,4906,100%,Senegal,2.0,t
9098,9264,88%,Kenya,2.0,t
9099,45084,,Gambia,1.0,t
9104,36100,100%,Rwanda,17.0,t
9107,6258,,Sao Tome and Principe,1.0,f
9110,30510,,Russian Federation,1.0,f
9124,362,100%,,1.0,f
9125,18180,,,1.0,t
9126,37833,,China,1.0,t
9127,31753,,,1.0,t
9128,43455,,Lebanon,1.0,f
9133,7169,,,2.0,f
9135,20251,100%,Jersey,1.0,t
9136,14892,100%,Turkmenistan,1.0,t
9137,3858,,,1.0,t
9142,415,100%,Zimbabwe,1.0,f
9145,20815,0%,,1.0,t
9147,20630,,Faroe Islands,1.0,f
9151,4234,100%,Malawi,1.0,t
9152,1941,100%,El Salvador,1.0,t
9153,20809,90%,,1.0,f
9160,49714,100%,Montserrat,1.0,t
9164,27674,,Wallis and Futuna,1.0,t
9165,45973,,Guernsey,1.0,f
9171,29241,100%,Lebanon,1.0,f
9173,16299,,Chad,1.0,f
9177,42391,,Gambia,1.0,f
9180,23070,,,2.0,f
9181,42880,,Gambia,2.0,f
9188,38347,100%,El Salvador,1.0,f
9189,46598,0%,Zimbabwe,1.0,f
9192,23790,100%,Isle of Man,1.0,t
9196,47914,80%,Philippines,1.0,t
9198,19228,100%,Svalbard & Jan Mayen Islands,8.0,f
9199,35207,,Anguilla,1.0,t
9200,38189,,Marshall Islands,1.0,f
9201,29609,100%,Niue,1.0,t
9203,40275,,Micronesia,2.0,f
9206,30728,,,1.0,t
9208,15984,,Micronesia,1.0,f
9214,46438,,Svalbard & Jan Mayen Islands,1.0,f
9215,1956,100%,,1.0,t
9217,32967,,,1.0,f
9221,32416,100%,,1.0,t
9229,6230,0%,Marshall Islands,1.0,f
9231,43200,,,1.0,t
9237,6923,100%,Anguilla,1.0,t
9243,21053,90%,Senegal,1.0,f
9244,32873,,,1.0,t
9247,25583,,Jersey,1.0,t
9249,34368,,Croatia,1.0,t
9251,30284,100%,Montserrat,1.0,f
9254,28293,,Sao Tome and Principe,1.0,t
9258,36686,,Lebanon,1.0,f
9260,49426,,,1.0,t
9261,22156,,Svalbard & Jan Mayen Islands,1.0,f
9264,14708,,Nicaragua,1.0,f
9265,31801,50%,Tonga,2.0,f
9266,15568,,,1.0,t
9272,48765,100%,Kenya,1.0,t
9273,44066,,Philippines,1.0,t
9277,141,,Bosnia and Herzegovina,1.0,f
9279,32578,74%,Zimbabwe,2.0,t
9282,15185,100%,Uzbekistan,1.0,f
9283,49807,100%,,1.0,t
9284,27159,,Isle of Man,1.0,t
9287,18304,,Estonia,1.0,t
9288,20650,100%,Uzbekistan,3.0,t
9292,46956,63%,Jersey,2.0,t
9293,12133,100%,Mexico,4.0,f
9296,41238,100%,Kiribati,1.0,t
9301,47439,100%,,2.0,t
9307,30409,100%,,3.0,t
9313,49690,,China,1.0,f
9316,34453,,,1.0,f
9318,5048,100%,Niue,2.0,t
9321,17186,,China,2.0,f
9323,22763,,Guinea,1.0,t
9324,37020,,Chile,1.0,t
9327,23308,100%,Tonga,2.0,t
9328,41867,100%,Monaco,1.0,t
9329,4044,,Malta,1.0,f
9332,28448,,Brazil,1.0,t
9333,16904,,Turks and Caicos Islands,1.0,f
9336,31534,100%,,1.0,f
9339,39010,,Russian Federation,1.0,t
9341,40478,83%,,2.0,t
9343,23773,100%,El Salvador,1.0,t
9344,19006,,Guinea,1.0,f
9345,26828,,Russian Federation,1.0,f
9346,46815,,Tanzania,1.0,t
9352,35544,100%,Kenya,1.0,t
9358,39868,,Chile,1.0,f
9359,41451,,Isle of Man,1.0,t
9360,41207,100%,Svalbard & Jan Mayen Islands,1.0,t
9363,8323,,Sao Tome and Principe,1.0,f
9365,36943,,Zimbabwe,2.0,t
9366,18272,90%,Vietnam,3.0,f
9368,28259,,Niue,1.0,t
9370,34936,,Maldives,1.0,t
9372,44474,,,2.0,t
9377,20124,100%,France,2.0,t
9378,15311,100%,Holy See (Vatican City State),1.0,f
9383,4923,,,1.0,t
9386,24714,,Cape Verde,1.0,f
9387,3423,,Nauru,3.0,f
9388,14030,,,1.0,f
9389,24625,100%,Micronesia,1.0,t
9390,49162,,Niue,1.0,t
9391,23581,,Russian Federation,1.0,t
9392,11047,96%,Senegal,3.0,t
9394,23712,,Russian Federation,1.0,f
9397,24439,,Guinea,1.0,f
9399,10305,,Somalia,3.0,t
9400,12403,92%,Vietnam,3.0,t
9401,4168,,Monaco,2.0,t
9402,11525,90%,Australia,1.0,t
9403,38098,100%,Zimbabwe,7.0,t
9405,16115,,Peru,1.0,t
9408,46656,50%,France,2.0,f
9410,21247,100%,Guernsey,1.0,f
9416,38705,,Guinea,1.0,t
9424,23615,100%,Marshall Islands,1.0,t
9429,45067,75%,,3.0,t
9430,18574,,,1.0,f
9431,22192,,,1.0,t
9432,12321,100%,,1.0,f
9436,10442,,Isle of Man,1.0,f
9440,19682,100%,Faroe Islands,15.0,t
9450,38406,96%,Russian Federation,6.0,t
9451,1576,50%,,1.0,f
9454,26878,80%,Monaco,2.0,t
9455,37477,,Costa Rica,1.0,f
9457,25001,100%,Saint Helena,1.0,f
9458,467,50%,,1.0,f
9459,40234,100%,Isle of Man,1.0,f
9460,32627,100%,,1.0,f
9461,15362,,Guinea,1.0,t
9463,1848,,Kenya,1.0,t
9465,23027,,Anguilla,1.0,f
9466,19154,100%,France,2.0,t
9467,23275,,Micronesia,5.0,t
9468,34136,,Chad,1.0,t
9471,15868,,Zimbabwe,1.0,t
9472,1574,,Turks and Caicos Islands,1.0,t
9474,2667,100%,Niue,3.0,f
9475,14641,100%,,1.0,t
9478,36510,,Tonga,1.0,t
9485,40752,100%,Tunisia,5.0,t
9487,6496,83%,Cuba,2.0,t
9489,27456,,,1.0,t
9493,43640,100%,Turks and Caicos Islands,1.0,f
9494,34435,,,1.0,t
9501,8893,,Lebanon,1.0,f
9504,39330,,Jersey,1.0,f
9506,34096,100%,Andorra,10.0,f
9507,48295,100%,Jersey,1.0,t
9508,31481,,France,1.0,f
9510,10060,,Sao Tome and Principe,2.0,f
9511,10650,,,1.0,f
9512,44823,,Micronesia,2.0,f
9514,7802,100%,Anguilla,1.0,t
9516,49280,,Turkmenistan,1.0,f
9517,30695,,Guinea,1.0,f
9521,20327,100%,Chad,1.0,t
9524,21441,100%,Tanzania,1.0,t
9525,41214,,Guinea,1.0,t
9526,28162,,Ecuador,1.0,f
9527,16562,,Tunisia,1.0,t
9533,31146,,,1.0,t
9535,21085,,Russian Federation,1.0,t
9538,11749,100%,Isle of Man,1.0,t
9540,16181,100%,Tanzania,2.0,f
9543,4302,,Lebanon,2.0,t
9546,3165,100%,Gibraltar,1.0,f
9548,10635,100%,Peru,1.0,t
9551,31719,100%,Pakistan,1.0,t
9555,27314,,,1.0,f
9556,14110,,Tanzania,1.0,f
9559,25755,,El Salvador,1.0,t
9560,13704,,,1.0,t
9561,30785,100%,Jersey,1.0,t
9563,12391,,Zimbabwe,1.0,f
9565,39055,,Micronesia,1.0,t
9566,22513,90%,Jersey,4.0,t
9568,36733,100%,Tanzania,1.0,t
9571,34653,100%,Turkmenistan,1.0,t
9572,29932,100%,France,2.0,t
9573,45201,,,1.0,f
9574,37298,,Montserrat,1.0,t
9575,3796,,Togo,1.0,f
9579,18715,100%,,1.0,t
9582,13299,,Lithuania,1.0,t
9586,47938,100%,Niue,4.0,f
9589,43274,,France,1.0,t
9591,38763,,Bouvet Island (Bouvetoya),1.0,f
9592,522,,,1.0,t
9594,32530,100%,Chad,1.0,t
9606,7970,90%,Isle of Man,3.0,t
9608,9551,,Denmark,1.0,f
9609,44777,100%,Russian Federation,1.0,t
9610,28249,,Bosnia and Herzegovina,1.0,f
9612,49692,,,1.0,t
9614,22495,,Nicaragua,1.0,t
9616,47510,,Russian Federation,1.0,f
9620,46798,,Micronesia,2.0,f
9622,31090,75%,,1.0,t
9627,28981,,Turkmenistan,1.0,t
9630,30757,90%,Croatia,2.0,f
9631,38982,,Cocos (Keeling) Islands,1.0,t
9640,37392,100%,Micronesia,7.0,t
9645,32208,,Guinea,1.0,f
9646,22315,,Malawi,1.0,f
9647,12032,100%,Mauritania,2.0,t
9653,15436,,Tonga,1.0,t
9656,3583,,Niue,1.0,f
9659,32358,,France,1.0,t
9661,4789,,Indonesia,1.0,t
9671,8866,90%,Tonga,2.0,t
9673,19642,,,1.0,t
9676,73,,Svalbard & Jan Mayen Islands,1.0,t
9680,10151,,Uganda,1.0,t
9682,40765,100%,,1.0,f
9684,23943,100%,Nicaragua,2.0,t
9686,31276,,,1.0,t
9688,47777,0%,Isle of Man,1.0,t
9689,20714,100%,Isle of Man,1.0,t
9690,45333,,United Kingdom,1.0,f
9691,28509,,Zimbabwe,1.0,f
9693,28134,,Guernsey,1.0,t
9697,32042,,Tonga,1.0,t
9698,14346,,,3.0,t
9700,38438,,Venezuela,1.0,f
9705,14529,,Peru,2.0,t
9708,44359,,Canada,1.0,t
9709,13723,100%,Gambia,4.0,t
9714,5892,,Turkmenistan,1.0,t
9715,21252,,Guinea,1.0,t
9716,28458,100%,Turkmenistan,6.0,f
9718,9594,,Nicaragua,1.0,t
9720,11256,100%,Kenya,1.0,f
9722,35079,100%,,1.0,t
9723,46735,,Gibraltar,1.0,f
9724,32445,,Papua New Guinea,1.0,t
9728,1898,,,1.0,t
9729,30761,,,2.0,t
9730,39522,,,1.0,f
9734,18202,,Isle of Man,1.0,f
9735,4578,,Russian Federation,1.0,t
9736,39601,,Faroe Islands,1.0,f
9738,32932,,Reunion,1.0,f
9739,2039,,Jersey,1.0,t
9741,16147,,,1.0,f
9747,2351,,,1.0,t
9749,24164,0%,,1.0,f
9753,5936,,French Guiana,1.0,f
9754,10224,,Nicaragua,2.0,t
9760,20881,,Rwanda,1.0,t
9763,20366,,,1.0,t
9765,7144,,Niger,1.0,t
9766,3975,,Chad,1.0,f
9768,45147,,Rwanda,1.0,t
9772,37802,,Micronesia,1.0,f
9774,15268,,Lebanon,1.0,t
9779,39129,67%,Mauritania,3.0,t
9782,46058,100%,Turkmenistan,3.0,t
9787,18622,,Cocos (Keeling) Islands,1.0,t
9788,13864,,,1.0,f
9792,9672,,Bosnia and Herzegovina,3.0,t
9795,49119,100%,Papua New Guinea,1.0,t
9797,10788,25%,Lebanon,2.0,f
9802,17142,100%,Anguilla,1.0,f
9803,49256,,,1.0,f
9804,39992,,Nicaragua,1.0,t
9807,35362,,Gambia,1.0,f
9809,32889,,Rwanda,1.0,f
9810,33004,100%,Russian Federation,2.0,t
9811,32980,100%,Micronesia,1.0,f
9812,39418,,Niue,1.0,t
9814,7478,,,2.0,t
9817,14419,92%,Cuba,2.0,t
9818,29306,100%,,1.0,f
9819,12080,,,1.0,t
9820,1798,,Faroe Islands,2.0,t
9821,23144,,Zimbabwe,1.0,f
9822,43476,100%,Gibraltar,2.0,t
9826,15100,100%,,1.0,t
9830,293,100%,Lebanon,1.0,f
9834,3948,,Niue,1.0,f
9837,16859,100%,Slovakia (Slovak Republic),1.0,t
9838,32263,100%,,1.0,t
9845,24817,,Gambia,2.0,t
9848,24353,100%,Isle of Man,1.0,f
9852,25226,100%,,1.0,t
9856,45602,100%,,1.0,t
9857,17628,,Chile,1.0,t
9858,5227,100%,Gambia,1.0,f
9861,23752,,Canada,1.0,f
9864,42114,100%,Sao Tome and Principe,3.0,t
9865,17341,70%,Malawi,2.0,f
9870,32211,,Anguilla,1.0,f
9872,16239,,Sao Tome and Principe,1.0,t
9875,14879,,,1.0,f
9877,5568,,Montserrat,1.0,t
9878,44494,,Malta,2.0,f
9880,36113,,Tonga,1.0,t
9881,7229,,,1.0,f
9882,15180,,Djibouti,1.0,t
9883,35307,100%,,1.0,f
9884,25273,90%,,1.0,t
9887,8939,,Isle of Man,1.0,t
9889,19678,90%,Cocos (Keeling) Islands,1.0,t
9890,46082,100%,Isle of Man,1.0,t
9894,42357,,Micronesia,1.0,t
9895,1264,90%,Denmark,1.0,f
9897,25005,100%,Papua New Guinea,1.0,t
9899,23045,,,3.0,f
9903,47869,100%,Gambia,1.0,f
9906,24128,54%,Suriname,9.0,t
9908,17760,,Anguilla,2.0,f
9909,19750,,Niger,1.0,f
9911,36250,,Tonga,1.0,t
9912,9000,,Papua New Guinea,1.0,t
9914,28432,,Isle of Man,1.0,f
9917,2561,,Russian Federation,1.0,f
9920,38060,,Chad,1.0,t
9921,13961,,,1.0,t
9928,5220,90%,Papua New Guinea,1.0,f
9931,6061,0%,Tonga,2.0,t
9934,33801,,,1.0,f
9935,29114,,Monaco,1.0,f
9937,32055,29%,,1.0,f
9944,36004,33%,,2.0,t
9947,17104,,Bosnia and Herzegovina,2.0,t
9948,2368,78%,France,1.0,t
9949,19958,100%,Congo,40.0,t
9950,58,,,1.0,t
9952,28203,100%,,2.0,t
9955,3230,100%,Turkmenistan,2.0,t
9958,41840,100%,Niue,1.0,f
9961,27894,,Zimbabwe,1.0,f
9963,16284,,Lebanon,1.0,t
9964,3840,100%,Estonia,1.0,t
9965,16257,100%,Turkmenistan,1.0,t
9966,29448,,Mauritania,1.0,t
9968,12459,,Rwanda,1.0,f
9970,5166,100%,Ecuador,16.0,t
9973,42613,,Monaco,1.0,f
9976,48541,,Russian Federation,2.0,t
9981,37610,,,1.0,f
9984,12056,,Turkmenistan,1.0,t
9986,31244,57%,Niger,4.0,t
9990,33305,,Malta,1.0,t
9994,51,,Montserrat,1.0,t
9997,36066,96%,Isle of Man,2.0,t
10003,12281,100%,Malta,1.0,f
10005,48186,100%,,1.0,t
10008,49177,,Anguilla,2.0,t
10016,2353,100%,Senegal,2.0,t
10017,49772,100%,Jersey,1.0,f
